iter,cost,risk,return,par,bw,move,X,Z,Q,pop_init,max_iter,pop_size,mem_size,mem_consider,par_min,par_max,bw_min,bw_max,sigma,lambda,port_n,k,seed,tag
1,0.07638830856614792,0.156959,0.004182382867704144,0.1004,0.4991959282691119,-0.07878577160832263,[0.         0.         0.         0.         0.31486758 0.         0.03063323 0.0253813  0.02918397 0.         0.         0.         0.03784367 0.         0.         0.         0.03419657 0.         0.02703195 0.         0.         0.         0.         0.         0.         0.35443985 0.         0.1035703  0.         0.         0.04285157],[0. 0. 0. 0. 1. 0. 1. 1. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1.],10.0,best,1000,100,10,0.9,0.1,0.5,0.1,0.5,0.1,0.5,1,10,,tuning_bw
10,0.07638830856614792,0.156959,0.004182382867704144,0.10400000000000001,0.4920172216817288,0.05101355924015154,[0.         0.         0.         0.         0.31486758 0.         0.03063323 0.0253813  0.02918397 0.         0.         0.         0.03784367 0.         0.         0.         0.03419657 0.         0.02703195 0.         0.         0.         0.         0.         0.         0.35443985 0.         0.1035703  0.         0.         0.04285157],[0. 0. 0. 0. 1. 0. 1. 1. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1.],10.0,best,1000,100,10,0.9,0.1,0.5,0.1,0.5,0.1,0.5,1,10,,tuning_bw
20,0.06163561703380554,0.194633,0.005035469424169029,0.10800000000000001,0.4841618928628149,-0.000681905287405072,[0.         0.         0.         0.         0.39069533 0.         0.04170328 0.02745679 0.         0.         0.         0.         0.02166516 0.         0.         0.03437039 0.         0.         0.02397495 0.03761424 0.         0.         0.         0.         0.         0.         0.         0.38038077 0.         0.01378493 0.02835415],[0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1.],10.0,best,1000,100,10,0.9,0.1,0.5,0.1,0.5,0.1,0.5,1,10,,tuning_bw
30,0.06163561703380554,0.194633,0.005035469424169029,0.112,0.4764319787410581,0.023365783587936336,[0.         0.         0.         0.         0.39069533 0.         0.04170328 0.02745679 0.         0.         0.         0.         0.02166516 0.         0.         0.03437039 0.         0.         0.02397495 0.03761424 0.         0.         0.         0.         0.         0.         0.         0.38038077 0.         0.01378493 0.02835415],[0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1.],10.0,best,1000,100,10,0.9,0.1,0.5,0.1,0.5,0.1,0.5,1,10,,tuning_bw
40,0.06163561703380554,0.194633,0.005035469424169029,0.116,0.46882547700100774,0.14142273397702262,[0.         0.         0.         0.         0.39069533 0.         0.04170328 0.02745679 0.         0.         0.         0.         0.02166516 0.         0.         0.03437039 0.         0.         0.02397495 0.03761424 0.         0.         0.         0.         0.         0.         0.         0.38038077 0.         0.01378493 0.02835415],[0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1.],10.0,best,1000,100,10,0.9,0.1,0.5,0.1,0.5,0.1,0.5,1,10,,tuning_bw
50,0.06163561703380554,0.194633,0.005035469424169029,0.12000000000000001,0.4613404172952942,-0.0656742287540403,[0.         0.         0.         0.         0.39069533 0.         0.04170328 0.02745679 0.         0.         0.         0.         0.02166516 0.         0.         0.03437039 0.         0.         0.02397495 0.03761424 0.         0.         0.         0.         0.         0.         0.         0.38038077 0.         0.01378493 0.02835415],[0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1.],10.0,best,1000,100,10,0.9,0.1,0.5,0.1,0.5,0.1,0.5,1,10,,tuning_bw
60,0.06163561703380554,0.194633,0.005035469424169029,0.124,0.45397486073424004,0.12305880818965431,[0.         0.         0.         0.         0.39069533 0.         0.04170328 0.02745679 0.         0.         0.         0.         0.02166516 0.         0.         0.03437039 0.         0.         0.02397495 0.03761424 0.         0.         0.         0.         0.         0.         0.         0.38038077 0.         0.01378493 0.02835415],[0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1.],10.0,best,1000,100,10,0.9,0.1,0.5,0.1,0.5,0.1,0.5,1,10,,tuning_bw
70,0.06163561703380554,0.194633,0.005035469424169029,0.128,0.4467268993836211,0.04760257313428731,[0.         0.         0.         0.         0.39069533 0.         0.04170328 0.02745679 0.         0.         0.         0.         0.02166516 0.         0.         0.03437039 0.         0.         0.02397495 0.03761424 0.         0.         0.         0.         0.         0.         0.         0.38038077 0.         0.01378493 0.02835415],[0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1.],10.0,best,1000,100,10,0.9,0.1,0.5,0.1,0.5,0.1,0.5,1,10,,tuning_bw
80,0.06163561703380554,0.194633,0.005035469424169029,0.132,0.43959465577044493,0.08313197651466873,[0.         0.         0.         0.         0.39069533 0.         0.04170328 0.02745679 0.         0.         0.         0.         0.02166516 0.         0.         0.03437039 0.         0.         0.02397495 0.03761424 0.         0.         0.         0.         0.         0.         0.         0.38038077 0.         0.01378493 0.02835415],[0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1.],10.0,best,1000,100,10,0.9,0.1,0.5,0.1,0.5,0.1,0.5,1,10,,tuning_bw
90,0.06163561703380554,0.194633,0.005035469424169029,0.136,0.4325762823966205,0.01847072492202425,[0.         0.         0.         0.         0.39069533 0.         0.04170328 0.02745679 0.         0.         0.         0.         0.02166516 0.         0.         0.03437039 0.         0.         0.02397495 0.03761424 0.         0.         0.         0.         0.         0.         0.         0.38038077 0.         0.01378493 0.02835415],[0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1.],10.0,best,1000,100,10,0.9,0.1,0.5,0.1,0.5,0.1,0.5,1,10,,tuning_bw
100,0.06163561703380554,0.194633,0.005035469424169029,0.14,0.4256699612603923,0.017836641926928368,[0.         0.         0.         0.         0.39069533 0.         0.04170328 0.02745679 0.         0.         0.         0.         0.02166516 0.         0.         0.03437039 0.         0.         0.02397495 0.03761424 0.         0.         0.         0.         0.         0.         0.         0.38038077 0.         0.01378493 0.02835415],[0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1.],10.0,best,1000,100,10,0.9,0.1,0.5,0.1,0.5,0.1,0.5,1,10,,tuning_bw
110,0.06163561703380554,0.194633,0.005035469424169029,0.14400000000000002,0.4188739033854147,0.05493556340462445,[0.         0.         0.         0.         0.39069533 0.         0.04170328 0.02745679 0.         0.         0.         0.         0.02166516 0.         0.         0.03437039 0.         0.         0.02397495 0.03761424 0.         0.         0.         0.         0.         0.         0.         0.38038077 0.         0.01378493 0.02835415],[0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1.],10.0,best,1000,100,10,0.9,0.1,0.5,0.1,0.5,0.1,0.5,1,10,,tuning_bw
120,0.05103142798838841,0.19388,0.0031619784792082796,0.14800000000000002,0.41218634835734524,0.05023533943380675,[0.         0.         0.         0.         0.26071861 0.01339576 0.         0.         0.18219405 0.         0.         0.         0.0136015  0.         0.         0.01837086 0.02714087 0.         0.         0.02475526 0.         0.         0.         0.         0.         0.34456974 0.         0.09385255 0.         0.         0.02140081],[0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1.],10.0,best,1000,100,10,0.9,0.1,0.5,0.1,0.5,0.1,0.5,1,10,,tuning_bw
130,0.05103142798838841,0.19388,0.0031619784792082796,0.15200000000000002,0.40560556386783647,0.028028299797606387,[0.         0.         0.         0.         0.26071861 0.01339576 0.         0.         0.18219405 0.         0.         0.         0.0136015  0.         0.         0.01837086 0.02714087 0.         0.         0.02475526 0.         0.         0.         0.         0.         0.34456974 0.         0.09385255 0.         0.         0.02140081],[0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1.],10.0,best,1000,100,10,0.9,0.1,0.5,0.1,0.5,0.1,0.5,1,10,,tuning_bw
140,0.05103142798838841,0.19388,0.0031619784792082796,0.156,0.3991298452658078,0.021182162810698683,[0.         0.         0.         0.         0.26071861 0.01339576 0.         0.         0.18219405 0.         0.         0.         0.0136015  0.         0.         0.01837086 0.02714087 0.         0.         0.02475526 0.         0.         0.         0.         0.         0.34456974 0.         0.09385255 0.         0.         0.02140081],[0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1.],10.0,best,1000,100,10,0.9,0.1,0.5,0.1,0.5,0.1,0.5,1,10,,tuning_bw
150,0.05103142798838841,0.19388,0.0031619784792082796,0.16,0.3927575151158822,0.0027922652141625687,[0.         0.         0.         0.         0.26071861 0.01339576 0.         0.         0.18219405 0.         0.         0.         0.0136015  0.         0.         0.01837086 0.02714087 0.         0.         0.02475526 0.         0.         0.         0.         0.         0.34456974 0.         0.09385255 0.         0.         0.02140081],[0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1.],10.0,best,1000,100,10,0.9,0.1,0.5,0.1,0.5,0.1,0.5,1,10,,tuning_bw
160,0.05103142798838841,0.19388,0.0031619784792082796,0.164,0.3864869227638719,-0.004994465932716939,[0.         0.         0.         0.         0.26071861 0.01339576 0.         0.         0.18219405 0.         0.         0.         0.0136015  0.         0.         0.01837086 0.02714087 0.         0.         0.02475526 0.         0.         0.         0.         0.         0.34456974 0.         0.09385255 0.         0.         0.02140081],[0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1.],10.0,best,1000,100,10,0.9,0.1,0.5,0.1,0.5,0.1,0.5,1,10,,tuning_bw
170,0.05103142798838841,0.19388,0.0031619784792082796,0.168,0.38031644390920233,0.02948337605959131,[0.         0.         0.         0.         0.26071861 0.01339576 0.         0.         0.18219405 0.         0.         0.         0.0136015  0.         0.         0.01837086 0.02714087 0.         0.         0.02475526 0.         0.         0.         0.         0.         0.34456974 0.         0.09385255 0.         0.         0.02140081],[0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1.],10.0,best,1000,100,10,0.9,0.1,0.5,0.1,0.5,0.1,0.5,1,10,,tuning_bw
180,0.05103142798838841,0.19388,0.0031619784792082796,0.17200000000000001,0.37424448018416157,0.04475726307716958,[0.         0.         0.         0.         0.26071861 0.01339576 0.         0.         0.18219405 0.         0.         0.         0.0136015  0.         0.         0.01837086 0.02714087 0.         0.         0.02475526 0.         0.         0.         0.         0.         0.34456974 0.         0.09385255 0.         0.         0.02140081],[0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1.],10.0,best,1000,100,10,0.9,0.1,0.5,0.1,0.5,0.1,0.5,1,10,,tuning_bw
190,0.05103142798838841,0.19388,0.0031619784792082796,0.176,0.36826945873986794,-0.09162400436879026,[0.         0.         0.         0.         0.26071861 0.01339576 0.         0.         0.18219405 0.         0.         0.         0.0136015  0.         0.         0.01837086 0.02714087 0.         0.         0.02475526 0.         0.         0.         0.         0.         0.34456974 0.         0.09385255 0.         0.         0.02140081],[0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1.],10.0,best,1000,100,10,0.9,0.1,0.5,0.1,0.5,0.1,0.5,1,10,,tuning_bw
200,0.05103142798838841,0.19388,0.0031619784792082796,0.18,0.36238983183884776,0.02046768171011507,[0.         0.         0.         0.         0.26071861 0.01339576 0.         0.         0.18219405 0.         0.         0.         0.0136015  0.         0.         0.01837086 0.02714087 0.         0.         0.02475526 0.         0.         0.         0.         0.         0.34456974 0.         0.09385255 0.         0.         0.02140081],[0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1.],10.0,best,1000,100,10,0.9,0.1,0.5,0.1,0.5,0.1,0.5,1,10,,tuning_bw
