iter,cost,risk,return,par,bw,move,X,Z,Q,pop_init,max_iter,pop_size,mem_size,mem_consider,par_min,par_max,bw_min,bw_max,sigma,lambda,port_n,k,seed,tag
1,0.07420739496910936,0.153207,0.004792210061781286,0.5,0.5,-0.05269498258640881,[0.         0.         0.         0.09659222 0.21784109 0.         0.         0.         0.         0.         0.02315546 0.081611   0.         0.         0.         0.04280124 0.         0.18474237 0.         0.03762993 0.         0.         0.         0.         0.03662258 0.20623473 0.         0.07276938 0.         0.         0.        ],[0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0.],10.0,best,1000,1000,100,0.5,0.5,0.5,0.5,0.5,0.1,0.5,1,10,,tuning_size
10,0.07420739496910936,0.153207,0.004792210061781286,0.5,0.5,0.027986463235516398,[0.         0.         0.         0.09659222 0.21784109 0.         0.         0.         0.         0.         0.02315546 0.081611   0.         0.         0.         0.04280124 0.         0.18474237 0.         0.03762993 0.         0.         0.         0.         0.03662258 0.20623473 0.         0.07276938 0.         0.         0.        ],[0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0.],10.0,best,1000,1000,100,0.5,0.5,0.5,0.5,0.5,0.1,0.5,1,10,,tuning_size
20,0.07420739496910936,0.153207,0.004792210061781286,0.5,0.5,-0.027350193737993772,[0.         0.         0.         0.09659222 0.21784109 0.         0.         0.         0.         0.         0.02315546 0.081611   0.         0.         0.         0.04280124 0.         0.18474237 0.         0.03762993 0.         0.         0.         0.         0.03662258 0.20623473 0.         0.07276938 0.         0.         0.        ],[0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0.],10.0,best,1000,1000,100,0.5,0.5,0.5,0.5,0.5,0.1,0.5,1,10,,tuning_size
30,0.07420739496910936,0.153207,0.004792210061781286,0.5,0.5,-0.018777879605048186,[0.         0.         0.         0.09659222 0.21784109 0.         0.         0.         0.         0.         0.02315546 0.081611   0.         0.         0.         0.04280124 0.         0.18474237 0.         0.03762993 0.         0.         0.         0.         0.03662258 0.20623473 0.         0.07276938 0.         0.         0.        ],[0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0.],10.0,best,1000,1000,100,0.5,0.5,0.5,0.5,0.5,0.1,0.5,1,10,,tuning_size
40,0.06671270763758393,0.193849,0.0019750707423625852,0.5,0.5,0.0526910896507135,[0.         0.         0.         0.         0.16242601 0.         0.05060757 0.02521009 0.14009852 0.         0.         0.         0.         0.         0.         0.         0.07897462 0.         0.         0.         0.         0.1893363  0.         0.01465486 0.         0.05188717 0.         0.20641118 0.         0.         0.08039369],[0. 0. 0. 0. 1. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 1.],10.0,best,1000,1000,100,0.5,0.5,0.5,0.5,0.5,0.1,0.5,1,10,,tuning_size
50,0.06671270763758393,0.193849,0.0019750707423625852,0.5,0.5,-0.06964968716992385,[0.         0.         0.         0.         0.16242601 0.         0.05060757 0.02521009 0.14009852 0.         0.         0.         0.         0.         0.         0.         0.07897462 0.         0.         0.         0.         0.1893363  0.         0.01465486 0.         0.05188717 0.         0.20641118 0.         0.         0.08039369],[0. 0. 0. 0. 1. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 1.],10.0,best,1000,1000,100,0.5,0.5,0.5,0.5,0.5,0.1,0.5,1,10,,tuning_size
60,0.06671270763758393,0.193849,0.0019750707423625852,0.5,0.5,0.06057967689149092,[0.         0.         0.         0.         0.16242601 0.         0.05060757 0.02521009 0.14009852 0.         0.         0.         0.         0.         0.         0.         0.07897462 0.         0.         0.         0.         0.1893363  0.         0.01465486 0.         0.05188717 0.         0.20641118 0.         0.         0.08039369],[0. 0. 0. 0. 1. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 1.],10.0,best,1000,1000,100,0.5,0.5,0.5,0.5,0.5,0.1,0.5,1,10,,tuning_size
70,0.06671270763758393,0.193849,0.0019750707423625852,0.5,0.5,-0.0327879162417361,[0.         0.         0.         0.         0.16242601 0.         0.05060757 0.02521009 0.14009852 0.         0.         0.         0.         0.         0.         0.         0.07897462 0.         0.         0.         0.         0.1893363  0.         0.01465486 0.         0.05188717 0.         0.20641118 0.         0.         0.08039369],[0. 0. 0. 0. 1. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 1.],10.0,best,1000,1000,100,0.5,0.5,0.5,0.5,0.5,0.1,0.5,1,10,,tuning_size
80,0.06671270763758393,0.193849,0.0019750707423625852,0.5,0.5,-0.02228527219350144,[0.         0.         0.         0.         0.16242601 0.         0.05060757 0.02521009 0.14009852 0.         0.         0.         0.         0.         0.         0.         0.07897462 0.         0.         0.         0.         0.1893363  0.         0.01465486 0.         0.05188717 0.         0.20641118 0.         0.         0.08039369],[0. 0. 0. 0. 1. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 1.],10.0,best,1000,1000,100,0.5,0.5,0.5,0.5,0.5,0.1,0.5,1,10,,tuning_size
90,0.06524366084311266,0.194167,0.0029841806285670473,0.5,0.5,0.017469190945257937,[0.04323329 0.         0.         0.         0.07446257 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.08272304 0.19170448 0.         0.0177762  0.         0.         0.07669776 0.         0.         0.         0.27484931 0.02132396 0.05538046 0.         0.         0.16184895],[1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 0. 1.],10.0,best,1000,1000,100,0.5,0.5,0.5,0.5,0.5,0.1,0.5,1,10,,tuning_size
