iter,cost,risk,return,par,bw,move,X,Z,Q,pop_init,max_iter,pop_size,mem_size,mem_consider,par_min,par_max,bw_min,bw_max,sigma,lambda,port_n,k,seed,tag
1,0.08220923235458302,0.199273,0.004232184639170723,0.5,0.5,0.0540074400775213,[0.         0.         0.         0.         0.         0.         0.         0.01875309 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.15059686 0.05555671 0.         0.         0.03416815 0.         0.01617307 0.         0.24707572 0.02838267 0.3457279  0.05939616 0.         0.04416967],[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 1. 0. 1. 1. 1. 1. 0. 1.],10.0,best,1000,100,10,0.7,0.5,0.5,0.5,0.5,0.1,0.5,1,10,,tuning_mem
10,0.07497899024429495,0.194671,0.003094317184424756,0.5,0.5,0.026546978566535335,[0.         0.         0.         0.         0.03182217 0.         0.02826264 0.         0.         0.         0.03808184 0.         0.         0.         0.         0.         0.         0.         0.12169169 0.         0.         0.04980075 0.         0.0304375  0.03721263 0.16015013 0.         0.42989617 0.07264449 0.         0.        ],[0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 1. 0. 1. 1. 0. 0.],10.0,best,1000,100,10,0.7,0.5,0.5,0.5,0.5,0.1,0.5,1,10,,tuning_mem
20,0.07497899024429495,0.194671,0.003094317184424756,0.5,0.5,-0.05496466089786206,[0.         0.         0.         0.         0.03182217 0.         0.02826264 0.         0.         0.         0.03808184 0.         0.         0.         0.         0.         0.         0.         0.12169169 0.         0.         0.04980075 0.         0.0304375  0.03721263 0.16015013 0.         0.42989617 0.07264449 0.         0.        ],[0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 1. 0. 1. 1. 0. 0.],10.0,best,1000,100,10,0.7,0.5,0.5,0.5,0.5,0.1,0.5,1,10,,tuning_mem
30,0.07497899024429495,0.194671,0.003094317184424756,0.5,0.5,-0.05107028338242042,[0.         0.         0.         0.         0.03182217 0.         0.02826264 0.         0.         0.         0.03808184 0.         0.         0.         0.         0.         0.         0.         0.12169169 0.         0.         0.04980075 0.         0.0304375  0.03721263 0.16015013 0.         0.42989617 0.07264449 0.         0.        ],[0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 1. 0. 1. 1. 0. 0.],10.0,best,1000,100,10,0.7,0.5,0.5,0.5,0.5,0.1,0.5,1,10,,tuning_mem
40,0.07497899024429495,0.194671,0.003094317184424756,0.5,0.5,0.04831993313863209,[0.         0.         0.         0.         0.03182217 0.         0.02826264 0.         0.         0.         0.03808184 0.         0.         0.         0.         0.         0.         0.         0.12169169 0.         0.         0.04980075 0.         0.0304375  0.03721263 0.16015013 0.         0.42989617 0.07264449 0.         0.        ],[0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 1. 0. 1. 1. 0. 0.],10.0,best,1000,100,10,0.7,0.5,0.5,0.5,0.5,0.1,0.5,1,10,,tuning_mem
50,0.07497899024429495,0.194671,0.003094317184424756,0.5,0.5,-0.11130825555970847,[0.         0.         0.         0.         0.03182217 0.         0.02826264 0.         0.         0.         0.03808184 0.         0.         0.         0.         0.         0.         0.         0.12169169 0.         0.         0.04980075 0.         0.0304375  0.03721263 0.16015013 0.         0.42989617 0.07264449 0.         0.        ],[0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 1. 0. 1. 1. 0. 0.],10.0,best,1000,100,10,0.7,0.5,0.5,0.5,0.5,0.1,0.5,1,10,,tuning_mem
60,0.07497899024429495,0.194671,0.003094317184424756,0.5,0.5,-0.0047460305589948895,[0.         0.         0.         0.         0.03182217 0.         0.02826264 0.         0.         0.         0.03808184 0.         0.         0.         0.         0.         0.         0.         0.12169169 0.         0.         0.04980075 0.         0.0304375  0.03721263 0.16015013 0.         0.42989617 0.07264449 0.         0.        ],[0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 1. 0. 1. 1. 0. 0.],10.0,best,1000,100,10,0.7,0.5,0.5,0.5,0.5,0.1,0.5,1,10,,tuning_mem
70,0.07318644129412596,0.18423,0.004280397857818619,0.5,0.5,-0.0035789591219419457,[0.         0.24052625 0.         0.         0.03537914 0.         0.         0.         0.17017646 0.         0.06864689 0.04523954 0.         0.         0.         0.         0.         0.         0.0200438  0.         0.         0.         0.         0.         0.         0.03245107 0.02123419 0.30760799 0.         0.         0.05869467],[0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1.],10.0,best,1000,100,10,0.7,0.5,0.5,0.5,0.5,0.1,0.5,1,10,,tuning_mem
80,0.07318644129412596,0.18423,0.004280397857818619,0.5,0.5,0.040444764504744164,[0.         0.24052625 0.         0.         0.03537914 0.         0.         0.         0.17017646 0.         0.06864689 0.04523954 0.         0.         0.         0.         0.         0.         0.0200438  0.         0.         0.         0.         0.         0.         0.03245107 0.02123419 0.30760799 0.         0.         0.05869467],[0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1.],10.0,best,1000,100,10,0.7,0.5,0.5,0.5,0.5,0.1,0.5,1,10,,tuning_mem
90,0.07318644129412596,0.18423,0.004280397857818619,0.5,0.5,-0.0006294824771407648,[0.         0.24052625 0.         0.         0.03537914 0.         0.         0.         0.17017646 0.         0.06864689 0.04523954 0.         0.         0.         0.         0.         0.         0.0200438  0.         0.         0.         0.         0.         0.         0.03245107 0.02123419 0.30760799 0.         0.         0.05869467],[0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1.],10.0,best,1000,100,10,0.7,0.5,0.5,0.5,0.5,0.1,0.5,1,10,,tuning_mem
100,0.07318644129412596,0.18423,0.004280397857818619,0.5,0.5,-0.04852397140806433,[0.         0.24052625 0.         0.         0.03537914 0.         0.         0.         0.17017646 0.         0.06864689 0.04523954 0.         0.         0.         0.         0.         0.         0.0200438  0.         0.         0.         0.         0.         0.         0.03245107 0.02123419 0.30760799 0.         0.         0.05869467],[0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1.],10.0,best,1000,100,10,0.7,0.5,0.5,0.5,0.5,0.1,0.5,1,10,,tuning_mem
110,0.07318644129412596,0.18423,0.004280397857818619,0.5,0.5,0.022400854517475685,[0.         0.24052625 0.         0.         0.03537914 0.         0.         0.         0.17017646 0.         0.06864689 0.04523954 0.         0.         0.         0.         0.         0.         0.0200438  0.         0.         0.         0.         0.         0.         0.03245107 0.02123419 0.30760799 0.         0.         0.05869467],[0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1.],10.0,best,1000,100,10,0.7,0.5,0.5,0.5,0.5,0.1,0.5,1,10,,tuning_mem
