iter,cost,risk,return,par,bw,move,X,Z,Q,pop_init,max_iter,pop_size,mem_size,mem_consider,par_min,par_max,bw_min,bw_max,sigma,lambda,port_n,k,seed,tag
1,0.035227585549137796,0.117554,0.005321245449048069,0.1004,0.69863918733465,-0.01435580632407526,[0.         0.         0.         0.         0.39523056 0.         0.         0.         0.01830717 0.         0.         0.         0.         0.         0.         0.01830717 0.         0.         0.         0.         0.03486426 0.         0.         0.         0.         0.31719784 0.         0.19240915 0.         0.02368386 0.        ],[0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0.],7.0,best,1000,100,10,0.9,0.1,0.5,0.1,0.7,0.03,0.33,1,7,,problem_solving
10,0.035227585549137796,0.117554,0.005321245449048069,0.10400000000000001,0.6865103033060405,0.021522318166509742,[0.         0.         0.         0.         0.39523056 0.         0.         0.         0.01830717 0.         0.         0.         0.         0.         0.         0.01830717 0.         0.         0.         0.         0.03486426 0.         0.         0.         0.         0.31719784 0.         0.19240915 0.         0.02368386 0.        ],[0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0.],7.0,best,1000,100,10,0.9,0.1,0.5,0.1,0.7,0.03,0.33,1,7,,problem_solving
20,0.035227585549137796,0.117554,0.005321245449048069,0.10800000000000001,0.6732805664933595,0.005395674347575518,[0.         0.         0.         0.         0.39523056 0.         0.         0.         0.01830717 0.         0.         0.         0.         0.         0.         0.01830717 0.         0.         0.         0.         0.03486426 0.         0.         0.         0.         0.31719784 0.         0.19240915 0.         0.02368386 0.        ],[0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0.],7.0,best,1000,100,10,0.9,0.1,0.5,0.1,0.7,0.03,0.33,1,7,,problem_solving
30,0.035227585549137796,0.117554,0.005321245449048069,0.112,0.6603057798763129,-0.017115895436859915,[0.         0.         0.         0.         0.39523056 0.         0.         0.         0.01830717 0.         0.         0.         0.         0.         0.         0.01830717 0.         0.         0.         0.         0.03486426 0.         0.         0.         0.         0.31719784 0.         0.19240915 0.         0.02368386 0.        ],[0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0.],7.0,best,1000,100,10,0.9,0.1,0.5,0.1,0.7,0.03,0.33,1,7,,problem_solving
40,0.035227585549137796,0.117554,0.005321245449048069,0.116,0.6475810303108847,0.0001545237126794019,[0.         0.         0.         0.         0.39523056 0.         0.         0.         0.01830717 0.         0.         0.         0.         0.         0.         0.01830717 0.         0.         0.         0.         0.03486426 0.         0.         0.         0.         0.31719784 0.         0.19240915 0.         0.02368386 0.        ],[0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0.],7.0,best,1000,100,10,0.9,0.1,0.5,0.1,0.7,0.03,0.33,1,7,,problem_solving
50,0.035227585549137796,0.117554,0.005321245449048069,0.12000000000000001,0.6351014993342337,-0.024867278128782012,[0.         0.         0.         0.         0.39523056 0.         0.         0.         0.01830717 0.         0.         0.         0.         0.         0.         0.01830717 0.         0.         0.         0.         0.03486426 0.         0.         0.         0.         0.31719784 0.         0.19240915 0.         0.02368386 0.        ],[0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0.],7.0,best,1000,100,10,0.9,0.1,0.5,0.1,0.7,0.03,0.33,1,7,,problem_solving
60,0.032270763223841065,0.156041,0.004442892438472187,0.124,0.622862461340094,-0.002065164807791915,[0.         0.         0.         0.02177843 0.72144506 0.         0.         0.         0.         0.         0.02177843 0.         0.03002369 0.         0.         0.         0.05024987 0.         0.         0.         0.05106463 0.         0.         0.         0.         0.10365989 0.         0.         0.         0.         0.        ],[0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],7.0,best,1000,100,10,0.9,0.1,0.5,0.1,0.7,0.03,0.33,1,7,,problem_solving
70,0.032270763223841065,0.156041,0.004442892438472187,0.128,0.6108592817893356,0.010046051518043905,[0.         0.         0.         0.02177843 0.72144506 0.         0.         0.         0.         0.         0.02177843 0.         0.03002369 0.         0.         0.         0.05024987 0.         0.         0.         0.05106463 0.         0.         0.         0.         0.10365989 0.         0.         0.         0.         0.        ],[0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],7.0,best,1000,100,10,0.9,0.1,0.5,0.1,0.7,0.03,0.33,1,7,,problem_solving
80,0.032270763223841065,0.156041,0.004442892438472187,0.132,0.5990874154550098,0.034792552332680166,[0.         0.         0.         0.02177843 0.72144506 0.         0.         0.         0.         0.         0.02177843 0.         0.03002369 0.         0.         0.         0.05024987 0.         0.         0.         0.05106463 0.         0.         0.         0.         0.10365989 0.         0.         0.         0.         0.        ],[0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],7.0,best,1000,100,10,0.9,0.1,0.5,0.1,0.7,0.03,0.33,1,7,,problem_solving
90,0.03197891588968749,0.167064,0.003291846546130432,0.136,0.5875424047012152,0.021253744296084235,[0.02270042 0.         0.         0.02393621 0.2838631  0.         0.         0.         0.         0.         0.         0.         0.02465453 0.         0.         0.03751689 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.05865388 0.         0.54867496 0.         0.         0.        ],[1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],7.0,best,1000,100,10,0.9,0.1,0.5,0.1,0.7,0.03,0.33,1,7,,problem_solving
