iter,cost,return,par,move,X,Z,Q,max_iter,mem_size,mem_consider,sigma,port_n,k,seed,tag
1,0.10223054243688404,0.0064133161191516465,0.4,14.318262567817104,[0.         0.01347746 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.93197626 0.         0.         0.01625131 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.0265486  0.01174637 0.         0.         0.         0.         0.        ],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],5.0,1000,30,0.6,10,1,5,,tuning_sigma_par
10,0.02463247837969632,0.004556730248842759,0.4,-2.8510940148778188,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.02131736 0.01427343 0.03861491 0.         0.         0.         0.         0.         0.         0.         0.         0.90423236 0.         0.         0.02156195 0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0.],5.0,1000,30,0.6,10,1,5,,tuning_sigma_par
20,0.02463247837969632,0.004556730248842759,0.4,-7.897753289298195,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.02131736 0.01427343 0.03861491 0.         0.         0.         0.         0.         0.         0.         0.         0.90423236 0.         0.         0.02156195 0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0.],5.0,1000,30,0.6,10,1,5,,tuning_sigma_par
30,0.020364765625165055,0.010403130773613324,0.4,-0.39518316932666164,[0.         0.         0.         0.         0.93749786 0.01690693 0.         0.         0.         0.         0.         0.         0.         0.01421991 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.0149734  0.         0.         0.         0.0164019  0.         0.        ],[0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0.],5.0,1000,30,0.6,10,1,5,,tuning_sigma_par
40,0.020364765625165055,0.010403130773613324,0.4,-7.337051923030665,[0.         0.         0.         0.         0.93749786 0.01690693 0.         0.         0.         0.         0.         0.         0.         0.01421991 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.0149734  0.         0.         0.         0.0164019  0.         0.        ],[0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0.],5.0,1000,30,0.6,10,1,5,,tuning_sigma_par
50,0.020364765625165055,0.010403130773613324,0.4,8.983167461855368,[0.         0.         0.         0.         0.93749786 0.01690693 0.         0.         0.         0.         0.         0.         0.         0.01421991 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.0149734  0.         0.         0.         0.0164019  0.         0.        ],[0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0.],5.0,1000,30,0.6,10,1,5,,tuning_sigma_par
60,0.020364765625165055,0.010403130773613324,0.4,-6.066958837404687,[0.         0.         0.         0.         0.93749786 0.01690693 0.         0.         0.         0.         0.         0.         0.         0.01421991 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.0149734  0.         0.         0.         0.0164019  0.         0.        ],[0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0.],5.0,1000,30,0.6,10,1,5,,tuning_sigma_par
70,0.018190528472881433,0.004683817339892981,0.4,-4.620446007956363,[0.         0.         0.         0.01643877 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.02012744 0.         0.01231576 0.         0.         0.         0.         0.         0.         0.         0.01535433 0.9357637  0.         0.         0.         0.         0.        ],[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],5.0,1000,30,0.6,10,1,5,,tuning_sigma_par
80,0.018190528472881433,0.004683817339892981,0.4,2.1386050554100136,[0.         0.         0.         0.01643877 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.02012744 0.         0.01231576 0.         0.         0.         0.         0.         0.         0.         0.01535433 0.9357637  0.         0.         0.         0.         0.        ],[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],5.0,1000,30,0.6,10,1,5,,tuning_sigma_par
90,0.018190528472881433,0.004683817339892981,0.4,6.111201093876204,[0.         0.         0.         0.01643877 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.02012744 0.         0.01231576 0.         0.         0.         0.         0.         0.         0.         0.01535433 0.9357637  0.         0.         0.         0.         0.        ],[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],5.0,1000,30,0.6,10,1,5,,tuning_sigma_par
100,0.018190528472881433,0.004683817339892981,0.4,5.38256530103998,[0.         0.         0.         0.01643877 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.02012744 0.         0.01231576 0.         0.         0.         0.         0.         0.         0.         0.01535433 0.9357637  0.         0.         0.         0.         0.        ],[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],5.0,1000,30,0.6,10,1,5,,tuning_sigma_par
110,0.018190528472881433,0.004683817339892981,0.4,-12.740053216980858,[0.         0.         0.         0.01643877 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.02012744 0.         0.01231576 0.         0.         0.         0.         0.         0.         0.         0.01535433 0.9357637  0.         0.         0.         0.         0.        ],[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],5.0,1000,30,0.6,10,1,5,,tuning_sigma_par
120,0.018190528472881433,0.004683817339892981,0.4,-15.320190002960757,[0.         0.         0.         0.01643877 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.02012744 0.         0.01231576 0.         0.         0.         0.         0.         0.         0.         0.01535433 0.9357637  0.         0.         0.         0.         0.        ],[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],5.0,1000,30,0.6,10,1,5,,tuning_sigma_par
130,0.018190528472881433,0.004683817339892981,0.4,-0.8164323425820302,[0.         0.         0.         0.01643877 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.02012744 0.         0.01231576 0.         0.         0.         0.         0.         0.         0.         0.01535433 0.9357637  0.         0.         0.         0.         0.        ],[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],5.0,1000,30,0.6,10,1,5,,tuning_sigma_par
140,0.018190528472881433,0.004683817339892981,0.4,-0.7533547356710628,[0.         0.         0.         0.01643877 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.02012744 0.         0.01231576 0.         0.         0.         0.         0.         0.         0.         0.01535433 0.9357637  0.         0.         0.         0.         0.        ],[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],5.0,1000,30,0.6,10,1,5,,tuning_sigma_par
150,0.018190528472881433,0.004683817339892981,0.4,12.212189623211511,[0.         0.         0.         0.01643877 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.02012744 0.         0.01231576 0.         0.         0.         0.         0.         0.         0.         0.01535433 0.9357637  0.         0.         0.         0.         0.        ],[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],5.0,1000,30,0.6,10,1,5,,tuning_sigma_par
160,0.018190528472881433,0.004683817339892981,0.4,-0.9635140365932215,[0.         0.         0.         0.01643877 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.02012744 0.         0.01231576 0.         0.         0.         0.         0.         0.         0.         0.01535433 0.9357637  0.         0.         0.         0.         0.        ],[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],5.0,1000,30,0.6,10,1,5,,tuning_sigma_par
170,0.018190528472881433,0.004683817339892981,0.4,0.7184188436402998,[0.         0.         0.         0.01643877 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.02012744 0.         0.01231576 0.         0.         0.         0.         0.         0.         0.         0.01535433 0.9357637  0.         0.         0.         0.         0.        ],[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],5.0,1000,30,0.6,10,1,5,,tuning_sigma_par
180,0.018190528472881433,0.004683817339892981,0.4,6.68779276418303,[0.         0.         0.         0.01643877 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.02012744 0.         0.01231576 0.         0.         0.         0.         0.         0.         0.         0.01535433 0.9357637  0.         0.         0.         0.         0.        ],[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],5.0,1000,30,0.6,10,1,5,,tuning_sigma_par
190,0.018190528472881433,0.004683817339892981,0.4,3.4734860537702206,[0.         0.         0.         0.01643877 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.02012744 0.         0.01231576 0.         0.         0.         0.         0.         0.         0.         0.01535433 0.9357637  0.         0.         0.         0.         0.        ],[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],5.0,1000,30,0.6,10,1,5,,tuning_sigma_par
200,0.018190528472881433,0.004683817339892981,0.4,27.398222611503794,[0.         0.         0.         0.01643877 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.02012744 0.         0.01231576 0.         0.         0.         0.         0.         0.         0.         0.01535433 0.9357637  0.         0.         0.         0.         0.        ],[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],5.0,1000,30,0.6,10,1,5,,tuning_sigma_par
210,0.018190528472881433,0.004683817339892981,0.4,8.016238134234836,[0.         0.         0.         0.01643877 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.02012744 0.         0.01231576 0.         0.         0.         0.         0.         0.         0.         0.01535433 0.9357637  0.         0.         0.         0.         0.        ],[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],5.0,1000,30,0.6,10,1,5,,tuning_sigma_par
220,0.018190528472881433,0.004683817339892981,0.4,9.262593577800537,[0.         0.         0.         0.01643877 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.02012744 0.         0.01231576 0.         0.         0.         0.         0.         0.         0.         0.01535433 0.9357637  0.         0.         0.         0.         0.        ],[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],5.0,1000,30,0.6,10,1,5,,tuning_sigma_par
230,0.018116461264732472,0.010363312450390908,0.4,-8.510626561864289,[0.         0.         0.         0.01247447 0.93682316 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.01086891 0.         0.         0.         0.         0.         0.02062188 0.         0.         0.         0.01921157 0.         0.         0.        ],[0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0.],5.0,1000,30,0.6,10,1,5,,tuning_sigma_par
240,0.018116461264732472,0.010363312450390908,0.4,-1.5873745361684166,[0.         0.         0.         0.01247447 0.93682316 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.01086891 0.         0.         0.         0.         0.         0.02062188 0.         0.         0.         0.01921157 0.         0.         0.        ],[0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0.],5.0,1000,30,0.6,10,1,5,,tuning_sigma_par
250,0.018116461264732472,0.010363312450390908,0.4,23.421017380475142,[0.         0.         0.         0.01247447 0.93682316 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.01086891 0.         0.         0.         0.         0.         0.02062188 0.         0.         0.         0.01921157 0.         0.         0.        ],[0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0.],5.0,1000,30,0.6,10,1,5,,tuning_sigma_par
260,0.018116461264732472,0.010363312450390908,0.4,-14.887961199919372,[0.         0.         0.         0.01247447 0.93682316 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.01086891 0.         0.         0.         0.         0.         0.02062188 0.         0.         0.         0.01921157 0.         0.         0.        ],[0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0.],5.0,1000,30,0.6,10,1,5,,tuning_sigma_par
