iter,cost,risk,return,par,bw,move,X,Z,Q,pop_init,max_iter,pop_size,mem_size,mem_consider,par_min,par_max,bw_min,bw_max,sigma,lambda,port_n,k,seed,tag
1,0.07126838659629427,0.14761,0.005073226807411467,0.5,0.5,-0.09864702481103658,[0.         0.         0.         0.         0.1454796  0.         0.         0.         0.07633113 0.         0.         0.         0.21600812 0.02231467 0.         0.03499782 0.         0.         0.         0.06798367 0.         0.         0.         0.         0.         0.20062062 0.04977005 0.04131566 0.         0.         0.14517867],[0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1.],10.0,best,1000,1000,30,0.5,0.5,0.5,0.5,0.5,0.1,0.5,1,10,,tuning_size
10,0.07126838659629427,0.14761,0.005073226807411467,0.5,0.5,-0.050831951546081305,[0.         0.         0.         0.         0.1454796  0.         0.         0.         0.07633113 0.         0.         0.         0.21600812 0.02231467 0.         0.03499782 0.         0.         0.         0.06798367 0.         0.         0.         0.         0.         0.20062062 0.04977005 0.04131566 0.         0.         0.14517867],[0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1.],10.0,best,1000,1000,30,0.5,0.5,0.5,0.5,0.5,0.1,0.5,1,10,,tuning_size
20,0.07126838659629427,0.14761,0.005073226807411467,0.5,0.5,0.02920565393665153,[0.         0.         0.         0.         0.1454796  0.         0.         0.         0.07633113 0.         0.         0.         0.21600812 0.02231467 0.         0.03499782 0.         0.         0.         0.06798367 0.         0.         0.         0.         0.         0.20062062 0.04977005 0.04131566 0.         0.         0.14517867],[0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1.],10.0,best,1000,1000,30,0.5,0.5,0.5,0.5,0.5,0.1,0.5,1,10,,tuning_size
30,0.07126838659629427,0.14761,0.005073226807411467,0.5,0.5,-0.03995006618195243,[0.         0.         0.         0.         0.1454796  0.         0.         0.         0.07633113 0.         0.         0.         0.21600812 0.02231467 0.         0.03499782 0.         0.         0.         0.06798367 0.         0.         0.         0.         0.         0.20062062 0.04977005 0.04131566 0.         0.         0.14517867],[0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1.],10.0,best,1000,1000,30,0.5,0.5,0.5,0.5,0.5,0.1,0.5,1,10,,tuning_size
40,0.07126838659629427,0.14761,0.005073226807411467,0.5,0.5,0.0031785884178064817,[0.         0.         0.         0.         0.1454796  0.         0.         0.         0.07633113 0.         0.         0.         0.21600812 0.02231467 0.         0.03499782 0.         0.         0.         0.06798367 0.         0.         0.         0.         0.         0.20062062 0.04977005 0.04131566 0.         0.         0.14517867],[0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1.],10.0,best,1000,1000,30,0.5,0.5,0.5,0.5,0.5,0.1,0.5,1,10,,tuning_size
50,0.07126838659629427,0.14761,0.005073226807411467,0.5,0.5,0.06560029334006588,[0.         0.         0.         0.         0.1454796  0.         0.         0.         0.07633113 0.         0.         0.         0.21600812 0.02231467 0.         0.03499782 0.         0.         0.         0.06798367 0.         0.         0.         0.         0.         0.20062062 0.04977005 0.04131566 0.         0.         0.14517867],[0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1.],10.0,best,1000,1000,30,0.5,0.5,0.5,0.5,0.5,0.1,0.5,1,10,,tuning_size
60,0.07126838659629427,0.14761,0.005073226807411467,0.5,0.5,0.03642471591095204,[0.         0.         0.         0.         0.1454796  0.         0.         0.         0.07633113 0.         0.         0.         0.21600812 0.02231467 0.         0.03499782 0.         0.         0.         0.06798367 0.         0.         0.         0.         0.         0.20062062 0.04977005 0.04131566 0.         0.         0.14517867],[0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1.],10.0,best,1000,1000,30,0.5,0.5,0.5,0.5,0.5,0.1,0.5,1,10,,tuning_size
70,0.07126838659629427,0.14761,0.005073226807411467,0.5,0.5,-0.059266227760041694,[0.         0.         0.         0.         0.1454796  0.         0.         0.         0.07633113 0.         0.         0.         0.21600812 0.02231467 0.         0.03499782 0.         0.         0.         0.06798367 0.         0.         0.         0.         0.         0.20062062 0.04977005 0.04131566 0.         0.         0.14517867],[0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1.],10.0,best,1000,1000,30,0.5,0.5,0.5,0.5,0.5,0.1,0.5,1,10,,tuning_size
80,0.07126838659629427,0.14761,0.005073226807411467,0.5,0.5,-0.07911825584201106,[0.         0.         0.         0.         0.1454796  0.         0.         0.         0.07633113 0.         0.         0.         0.21600812 0.02231467 0.         0.03499782 0.         0.         0.         0.06798367 0.         0.         0.         0.         0.         0.20062062 0.04977005 0.04131566 0.         0.         0.14517867],[0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1.],10.0,best,1000,1000,30,0.5,0.5,0.5,0.5,0.5,0.1,0.5,1,10,,tuning_size
90,0.07126838659629427,0.14761,0.005073226807411467,0.5,0.5,0.008915568543089954,[0.         0.         0.         0.         0.1454796  0.         0.         0.         0.07633113 0.         0.         0.         0.21600812 0.02231467 0.         0.03499782 0.         0.         0.         0.06798367 0.         0.         0.         0.         0.         0.20062062 0.04977005 0.04131566 0.         0.         0.14517867],[0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1.],10.0,best,1000,1000,30,0.5,0.5,0.5,0.5,0.5,0.1,0.5,1,10,,tuning_size
