iter,cost,risk,return,par,bw,move,X,Z,Q,pop_init,max_iter,pop_size,mem_size,mem_consider,par_min,par_max,bw_min,bw_max,sigma,lambda,port_n,k,seed,tag
1,0.07740672715311755,0.201705,0.003504987223888696,0.5004,0.5,-0.006007899130026072,[0.         0.         0.02652867 0.         0.48609207 0.         0.         0.         0.09877263 0.04687394 0.         0.         0.03440011 0.         0.         0.         0.04706262 0.02112464 0.         0.         0.0439738  0.         0.         0.02652459 0.         0.         0.         0.16864693 0.         0.         0.        ],[0. 0. 1. 0. 1. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0.],10.0,best,1000,100,10,0.9,0.5,0.9,0.5,0.5,0.1,0.5,1,10,,tuning_par
10,0.07740672715311755,0.201705,0.003504987223888696,0.504,0.5,-0.02688824381487409,[0.         0.         0.02652867 0.         0.48609207 0.         0.         0.         0.09877263 0.04687394 0.         0.         0.03440011 0.         0.         0.         0.04706262 0.02112464 0.         0.         0.0439738  0.         0.         0.02652459 0.         0.         0.         0.16864693 0.         0.         0.        ],[0. 0. 1. 0. 1. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0.],10.0,best,1000,100,10,0.9,0.5,0.9,0.5,0.5,0.1,0.5,1,10,,tuning_par
20,0.07740672715311755,0.201705,0.003504987223888696,0.508,0.5,-0.05737682045437739,[0.         0.         0.02652867 0.         0.48609207 0.         0.         0.         0.09877263 0.04687394 0.         0.         0.03440011 0.         0.         0.         0.04706262 0.02112464 0.         0.         0.0439738  0.         0.         0.02652459 0.         0.         0.         0.16864693 0.         0.         0.        ],[0. 0. 1. 0. 1. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0.],10.0,best,1000,100,10,0.9,0.5,0.9,0.5,0.5,0.1,0.5,1,10,,tuning_par
30,0.07740672715311755,0.201705,0.003504987223888696,0.512,0.5,-0.03327879612140307,[0.         0.         0.02652867 0.         0.48609207 0.         0.         0.         0.09877263 0.04687394 0.         0.         0.03440011 0.         0.         0.         0.04706262 0.02112464 0.         0.         0.0439738  0.         0.         0.02652459 0.         0.         0.         0.16864693 0.         0.         0.        ],[0. 0. 1. 0. 1. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0.],10.0,best,1000,100,10,0.9,0.5,0.9,0.5,0.5,0.1,0.5,1,10,,tuning_par
40,0.06933762161610829,0.195558,0.0034591740872489834,0.516,0.5,0.06150077310927006,[0.         0.         0.         0.         0.35456182 0.04520889 0.         0.         0.15302638 0.04383071 0.         0.         0.         0.         0.         0.         0.04492086 0.04043808 0.01688416 0.         0.         0.         0.         0.01688416 0.         0.13762734 0.         0.1466176  0.         0.         0.        ],[0. 0. 0. 0. 1. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0.],10.0,best,1000,100,10,0.9,0.5,0.9,0.5,0.5,0.1,0.5,1,10,,tuning_par
50,0.062454438726128166,0.188043,0.005015087451637533,0.52,0.5,-0.10463744633197214,[0.         0.04753337 0.01580758 0.         0.51097208 0.05115972 0.         0.         0.15248775 0.01946044 0.         0.         0.         0.         0.         0.05814819 0.01580758 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.11281569 0.         0.01580758 0.        ],[0. 1. 1. 0. 1. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0.],10.0,best,1000,100,10,0.9,0.5,0.9,0.5,0.5,0.1,0.5,1,10,,tuning_par
60,0.062454438726128166,0.188043,0.005015087451637533,0.524,0.5,-0.02516776167774666,[0.         0.04753337 0.01580758 0.         0.51097208 0.05115972 0.         0.         0.15248775 0.01946044 0.         0.         0.         0.         0.         0.05814819 0.01580758 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.11281569 0.         0.01580758 0.        ],[0. 1. 1. 0. 1. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0.],10.0,best,1000,100,10,0.9,0.5,0.9,0.5,0.5,0.1,0.5,1,10,,tuning_par
70,0.062454438726128166,0.188043,0.005015087451637533,0.528,0.5,-0.007079824862861974,[0.         0.04753337 0.01580758 0.         0.51097208 0.05115972 0.         0.         0.15248775 0.01946044 0.         0.         0.         0.         0.         0.05814819 0.01580758 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.11281569 0.         0.01580758 0.        ],[0. 1. 1. 0. 1. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0.],10.0,best,1000,100,10,0.9,0.5,0.9,0.5,0.5,0.1,0.5,1,10,,tuning_par
80,0.062454438726128166,0.188043,0.005015087451637533,0.532,0.5,0.05327730366630922,[0.         0.04753337 0.01580758 0.         0.51097208 0.05115972 0.         0.         0.15248775 0.01946044 0.         0.         0.         0.         0.         0.05814819 0.01580758 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.11281569 0.         0.01580758 0.        ],[0. 1. 1. 0. 1. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0.],10.0,best,1000,100,10,0.9,0.5,0.9,0.5,0.5,0.1,0.5,1,10,,tuning_par
90,0.062454438726128166,0.188043,0.005015087451637533,0.536,0.5,0.07187341597273732,[0.         0.04753337 0.01580758 0.         0.51097208 0.05115972 0.         0.         0.15248775 0.01946044 0.         0.         0.         0.         0.         0.05814819 0.01580758 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.11281569 0.         0.01580758 0.        ],[0. 1. 1. 0. 1. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0.],10.0,best,1000,100,10,0.9,0.5,0.9,0.5,0.5,0.1,0.5,1,10,,tuning_par
