iter,cost,return,par,move,X,Z,Q,max_iter,mem_size,mem_consider,sigma,port_n,k,seed,tag
1,0.02136818960644834,0.004010589342368307,0.4,-9.39134005812898,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.96775546 0.         0.         0.         0.         0.03224454],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1.],2.0,10000,30,0.6,10,1,2,,problem_solving
100,0.007187265556535781,0.0027232772284551815,0.4,5.346006273697679,[0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.0135627 0.        0.        0.        0.        0.        0.        0.        0.9864373 0.        0.        0.        0.        0.        0.        0.        0.        0.        0.       ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2.0,10000,30,0.6,10,1,2,,problem_solving
200,0.007187265556535781,0.0027232772284551815,0.4,-6.309423996301228,[0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.0135627 0.        0.        0.        0.        0.        0.        0.        0.9864373 0.        0.        0.        0.        0.        0.        0.        0.        0.        0.       ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2.0,10000,30,0.6,10,1,2,,problem_solving
300,0.007187265556535781,0.0027232772284551815,0.4,-7.496389120607327,[0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.0135627 0.        0.        0.        0.        0.        0.        0.        0.9864373 0.        0.        0.        0.        0.        0.        0.        0.        0.        0.       ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2.0,10000,30,0.6,10,1,2,,problem_solving
400,0.007187265556535781,0.0027232772284551815,0.4,5.799804144953452,[0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.0135627 0.        0.        0.        0.        0.        0.        0.        0.9864373 0.        0.        0.        0.        0.        0.        0.        0.        0.        0.       ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2.0,10000,30,0.6,10,1,2,,problem_solving
500,0.007187265556535781,0.0027232772284551815,0.4,21.523575943744415,[0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.0135627 0.        0.        0.        0.        0.        0.        0.        0.9864373 0.        0.        0.        0.        0.        0.        0.        0.        0.        0.       ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2.0,10000,30,0.6,10,1,2,,problem_solving
600,0.007187265556535781,0.0027232772284551815,0.4,0.09066430817290352,[0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.0135627 0.        0.        0.        0.        0.        0.        0.        0.9864373 0.        0.        0.        0.        0.        0.        0.        0.        0.        0.       ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2.0,10000,30,0.6,10,1,2,,problem_solving
700,0.007187265556535781,0.0027232772284551815,0.4,-8.349287538199716,[0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.0135627 0.        0.        0.        0.        0.        0.        0.        0.9864373 0.        0.        0.        0.        0.        0.        0.        0.        0.        0.       ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2.0,10000,30,0.6,10,1,2,,problem_solving
800,0.007173671547285118,0.004717862835171851,0.4,-2.1137734073761707,[0.         0.         0.         0.         0.         0.02476505 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.97523495 0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],2.0,10000,30,0.6,10,1,2,,problem_solving
900,0.007173671547285118,0.004717862835171851,0.4,-6.428296797683581,[0.         0.         0.         0.         0.         0.02476505 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.97523495 0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],2.0,10000,30,0.6,10,1,2,,problem_solving
