iter,cost,return,par,move,X,Z,Q,max_iter,mem_size,mem_consider,sigma,port_n,k,seed,tag
1,0.1366550919954035,0.0061180780327743794,0.7,0.7288177735184596,[0.         0.         0.         0.         0.23033544 0.         0.         0.         0.26684549 0.         0.         0.         0.02373713 0.         0.         0.09246811 0.         0.0132981  0.01427211 0.         0.         0.         0.         0.         0.04927043 0.05185583 0.         0.1048788  0.15303856 0.         0.        ],[0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 1. 0. 1. 1. 0. 0.],10.0,1000,100,0.7,1,1,10,42,base
10,0.1366550919954035,0.0061180780327743794,0.7,-1.3952097924350468,[0.         0.         0.         0.         0.23033544 0.         0.         0.         0.26684549 0.         0.         0.         0.02373713 0.         0.         0.09246811 0.         0.0132981  0.01427211 0.         0.         0.         0.         0.         0.04927043 0.05185583 0.         0.1048788  0.15303856 0.         0.        ],[0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 1. 0. 1. 1. 0. 0.],10.0,1000,100,0.7,1,1,10,42,base
20,0.1366550919954035,0.0061180780327743794,0.7,1.3812294117966855,[0.         0.         0.         0.         0.23033544 0.         0.         0.         0.26684549 0.         0.         0.         0.02373713 0.         0.         0.09246811 0.         0.0132981  0.01427211 0.         0.         0.         0.         0.         0.04927043 0.05185583 0.         0.1048788  0.15303856 0.         0.        ],[0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 1. 0. 1. 1. 0. 0.],10.0,1000,100,0.7,1,1,10,42,base
30,0.1366550919954035,0.0061180780327743794,0.7,-0.012805300683445535,[0.         0.         0.         0.         0.23033544 0.         0.         0.         0.26684549 0.         0.         0.         0.02373713 0.         0.         0.09246811 0.         0.0132981  0.01427211 0.         0.         0.         0.         0.         0.04927043 0.05185583 0.         0.1048788  0.15303856 0.         0.        ],[0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 1. 0. 1. 1. 0. 0.],10.0,1000,100,0.7,1,1,10,42,base
40,0.1366550919954035,0.0061180780327743794,0.7,-0.3965170191898521,[0.         0.         0.         0.         0.23033544 0.         0.         0.         0.26684549 0.         0.         0.         0.02373713 0.         0.         0.09246811 0.         0.0132981  0.01427211 0.         0.         0.         0.         0.         0.04927043 0.05185583 0.         0.1048788  0.15303856 0.         0.        ],[0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 1. 0. 1. 1. 0. 0.],10.0,1000,100,0.7,1,1,10,42,base
50,0.13044038352416162,0.00749999979539018,0.7,-1.6635913729009713,[0.06359537 0.         0.         0.         0.37175151 0.05967117 0.         0.01665143 0.36658519 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.01731327 0.         0.         0.02850796 0.         0.0152943  0.0269978  0.         0.         0.03363199 0.         0.        ],[1. 0. 0. 0. 1. 1. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 1. 0. 0.],10.0,1000,100,0.7,1,1,10,42,base
60,0.13044038352416162,0.00749999979539018,0.7,0.10772937371415545,[0.06359537 0.         0.         0.         0.37175151 0.05967117 0.         0.01665143 0.36658519 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.01731327 0.         0.         0.02850796 0.         0.0152943  0.0269978  0.         0.         0.03363199 0.         0.        ],[1. 0. 0. 0. 1. 1. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 1. 0. 0.],10.0,1000,100,0.7,1,1,10,42,base
70,0.13044038352416162,0.00749999979539018,0.7,-0.7812410938982965,[0.06359537 0.         0.         0.         0.37175151 0.05967117 0.         0.01665143 0.36658519 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.01731327 0.         0.         0.02850796 0.         0.0152943  0.0269978  0.         0.         0.03363199 0.         0.        ],[1. 0. 0. 0. 1. 1. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 1. 0. 0.],10.0,1000,100,0.7,1,1,10,42,base
80,0.13044038352416162,0.00749999979539018,0.7,-2.1004270279979043,[0.06359537 0.         0.         0.         0.37175151 0.05967117 0.         0.01665143 0.36658519 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.01731327 0.         0.         0.02850796 0.         0.0152943  0.0269978  0.         0.         0.03363199 0.         0.        ],[1. 0. 0. 0. 1. 1. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 1. 0. 0.],10.0,1000,100,0.7,1,1,10,42,base
90,0.13044038352416162,0.00749999979539018,0.7,1.1618625376920124,[0.06359537 0.         0.         0.         0.37175151 0.05967117 0.         0.01665143 0.36658519 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.01731327 0.         0.         0.02850796 0.         0.0152943  0.0269978  0.         0.         0.03363199 0.         0.        ],[1. 0. 0. 0. 1. 1. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 1. 0. 0.],10.0,1000,100,0.7,1,1,10,42,base
