iter,cost,return,par,move,X,Z,Q,max_iter,mem_size,mem_consider,sigma,port_n,k,seed,tag
1,0.013792778469463855,0.0037431812685860912,0.4,-5.452933877825473,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.02670055 0.         0.         0.         0.         0.         0.         0.         0.97329945 0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,30,0.6,10,1,2,,tuning_sigma_par
10,0.013792778469463855,0.0037431812685860912,0.4,2.057922443654661,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.02670055 0.         0.         0.         0.         0.         0.         0.         0.97329945 0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,30,0.6,10,1,2,,tuning_sigma_par
20,0.013792778469463855,0.0037431812685860912,0.4,18.11031026824874,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.02670055 0.         0.         0.         0.         0.         0.         0.         0.97329945 0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,30,0.6,10,1,2,,tuning_sigma_par
30,0.013792778469463855,0.0037431812685860912,0.4,-5.905448314513184,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.02670055 0.         0.         0.         0.         0.         0.         0.         0.97329945 0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,30,0.6,10,1,2,,tuning_sigma_par
40,0.013792778469463855,0.0037431812685860912,0.4,-0.09202106611699526,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.02670055 0.         0.         0.         0.         0.         0.         0.         0.97329945 0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,30,0.6,10,1,2,,tuning_sigma_par
50,0.013792778469463855,0.0037431812685860912,0.4,7.3003121810292075,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.02670055 0.         0.         0.         0.         0.         0.         0.         0.97329945 0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,30,0.6,10,1,2,,tuning_sigma_par
60,0.013792778469463855,0.0037431812685860912,0.4,12.011024434833594,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.02670055 0.         0.         0.         0.         0.         0.         0.         0.97329945 0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,30,0.6,10,1,2,,tuning_sigma_par
70,0.013792778469463855,0.0037431812685860912,0.4,-5.723257677997235,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.02670055 0.         0.         0.         0.         0.         0.         0.         0.97329945 0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,30,0.6,10,1,2,,tuning_sigma_par
80,0.013792778469463855,0.0037431812685860912,0.4,0.38821198362291587,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.02670055 0.         0.         0.         0.         0.         0.         0.         0.97329945 0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,30,0.6,10,1,2,,tuning_sigma_par
90,0.013792778469463855,0.0037431812685860912,0.4,-16.21479467938081,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.02670055 0.         0.         0.         0.         0.         0.         0.         0.97329945 0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,30,0.6,10,1,2,,tuning_sigma_par
100,0.013792778469463855,0.0037431812685860912,0.4,-3.461235413843008,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.02670055 0.         0.         0.         0.         0.         0.         0.         0.97329945 0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,30,0.6,10,1,2,,tuning_sigma_par
110,0.013792778469463855,0.0037431812685860912,0.4,8.37730927087032,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.02670055 0.         0.         0.         0.         0.         0.         0.         0.97329945 0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,30,0.6,10,1,2,,tuning_sigma_par
120,0.013792778469463855,0.0037431812685860912,0.4,27.569903185965575,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.02670055 0.         0.         0.         0.         0.         0.         0.         0.97329945 0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,30,0.6,10,1,2,,tuning_sigma_par
130,0.010404244465247256,0.0052546790631946205,0.4,-11.88963688614164,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.98041786 0.         0.         0.         0.         0.         0.         0.         0.01958214 0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],2.0,1000,30,0.6,10,1,2,,tuning_sigma_par
140,0.010404244465247256,0.0052546790631946205,0.4,-6.543707974678313,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.98041786 0.         0.         0.         0.         0.         0.         0.         0.01958214 0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],2.0,1000,30,0.6,10,1,2,,tuning_sigma_par
150,0.010404244465247256,0.0052546790631946205,0.4,2.4820320663744475,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.98041786 0.         0.         0.         0.         0.         0.         0.         0.01958214 0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],2.0,1000,30,0.6,10,1,2,,tuning_sigma_par
160,0.010404244465247256,0.0052546790631946205,0.4,-13.161550397104786,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.98041786 0.         0.         0.         0.         0.         0.         0.         0.01958214 0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],2.0,1000,30,0.6,10,1,2,,tuning_sigma_par
170,0.010404244465247256,0.0052546790631946205,0.4,-9.37761244125498,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.98041786 0.         0.         0.         0.         0.         0.         0.         0.01958214 0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],2.0,1000,30,0.6,10,1,2,,tuning_sigma_par
180,0.010404244465247256,0.0052546790631946205,0.4,-1.450917632216723,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.98041786 0.         0.         0.         0.         0.         0.         0.         0.01958214 0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],2.0,1000,30,0.6,10,1,2,,tuning_sigma_par
