iter,cost,return,par,move,X,Z,Q,max_iter,mem_size,mem_consider,sigma,port_n,k,seed,tag
1,0.13342782987501411,0.004730651758678562,0.5,-10.36712051499546,[0.         0.         0.         0.1541853  0.06022592 0.01515367 0.         0.04125744 0.06887133 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.18183517 0.01839773 0.         0.         0.         0.02369972 0.         0.20244091 0.         0.23393282 0.         0.         0.        ],[0. 0. 0. 1. 1. 1. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0.],10.0,1000,10000,0.5,10,1,10,4,tuning_mem_size
10,0.10612763120766974,0.0031986686171196275,0.5,6.609306407711899,[0.         0.01362559 0.         0.         0.         0.03136783 0.03235873 0.         0.         0.79569637 0.01482571 0.         0.02178524 0.         0.01428028 0.         0.         0.         0.         0.         0.         0.         0.02572232 0.         0.         0.01821755 0.         0.03212039 0.         0.         0.        ],[0. 1. 0. 0. 0. 1. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,1000,10000,0.5,10,1,10,4,tuning_mem_size
20,0.10612763120766974,0.0031986686171196275,0.5,-31.512642897029867,[0.         0.01362559 0.         0.         0.         0.03136783 0.03235873 0.         0.         0.79569637 0.01482571 0.         0.02178524 0.         0.01428028 0.         0.         0.         0.         0.         0.         0.         0.02572232 0.         0.         0.01821755 0.         0.03212039 0.         0.         0.        ],[0. 1. 0. 0. 0. 1. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,1000,10000,0.5,10,1,10,4,tuning_mem_size
30,0.0812622563596934,0.0038391620299977457,0.5,1.2876104692259371,[0.         0.         0.01636633 0.         0.         0.         0.         0.01793483 0.         0.         0.         0.01172772 0.         0.0129295  0.01975733 0.         0.         0.01224154 0.         0.         0.         0.         0.         0.85583915 0.         0.01787756 0.01754223 0.         0.01778381 0.         0.        ],[0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 1. 0. 1. 0. 0.],10.0,1000,10000,0.5,10,1,10,4,tuning_mem_size
40,0.06441216337240491,0.004474843479994553,0.5,12.403654311782201,[0.02369238 0.         0.         0.         0.         0.02377234 0.02800539 0.01676276 0.02584969 0.         0.         0.         0.02593298 0.         0.03336847 0.         0.         0.0285155  0.         0.         0.         0.         0.02468311 0.         0.         0.76941737 0.         0.         0.         0.         0.        ],[1. 0. 0. 0. 0. 1. 1. 1. 1. 0. 0. 0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0.],10.0,1000,10000,0.5,10,1,10,4,tuning_mem_size
50,0.04570054564728896,0.009794247190076716,0.5,4.937420183389534,[0.02023838 0.         0.         0.         0.86362392 0.         0.         0.         0.         0.01234372 0.02231153 0.         0.         0.         0.         0.         0.         0.01131062 0.01186877 0.01065797 0.         0.         0.02173184 0.01470614 0.         0.         0.         0.         0.         0.01120712 0.        ],[1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0.],10.0,1000,10000,0.5,10,1,10,4,tuning_mem_size
60,0.04570054564728896,0.009794247190076716,0.5,13.75413741986948,[0.02023838 0.         0.         0.         0.86362392 0.         0.         0.         0.         0.01234372 0.02231153 0.         0.         0.         0.         0.         0.         0.01131062 0.01186877 0.01065797 0.         0.         0.02173184 0.01470614 0.         0.         0.         0.         0.         0.01120712 0.        ],[1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0.],10.0,1000,10000,0.5,10,1,10,4,tuning_mem_size
70,0.04570054564728896,0.009794247190076716,0.5,-10.046354085449657,[0.02023838 0.         0.         0.         0.86362392 0.         0.         0.         0.         0.01234372 0.02231153 0.         0.         0.         0.         0.         0.         0.01131062 0.01186877 0.01065797 0.         0.         0.02173184 0.01470614 0.         0.         0.         0.         0.         0.01120712 0.        ],[1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0.],10.0,1000,10000,0.5,10,1,10,4,tuning_mem_size
80,0.04570054564728896,0.009794247190076716,0.5,8.583591963752065,[0.02023838 0.         0.         0.         0.86362392 0.         0.         0.         0.         0.01234372 0.02231153 0.         0.         0.         0.         0.         0.         0.01131062 0.01186877 0.01065797 0.         0.         0.02173184 0.01470614 0.         0.         0.         0.         0.         0.01120712 0.        ],[1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0.],10.0,1000,10000,0.5,10,1,10,4,tuning_mem_size
90,0.04570054564728896,0.009794247190076716,0.5,7.706412079669743,[0.02023838 0.         0.         0.         0.86362392 0.         0.         0.         0.         0.01234372 0.02231153 0.         0.         0.         0.         0.         0.         0.01131062 0.01186877 0.01065797 0.         0.         0.02173184 0.01470614 0.         0.         0.         0.         0.         0.01120712 0.        ],[1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0.],10.0,1000,10000,0.5,10,1,10,4,tuning_mem_size
100,0.04570054564728896,0.009794247190076716,0.5,-0.09587584351973097,[0.02023838 0.         0.         0.         0.86362392 0.         0.         0.         0.         0.01234372 0.02231153 0.         0.         0.         0.         0.         0.         0.01131062 0.01186877 0.01065797 0.         0.         0.02173184 0.01470614 0.         0.         0.         0.         0.         0.01120712 0.        ],[1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0.],10.0,1000,10000,0.5,10,1,10,4,tuning_mem_size
