iter,cost,return,par,move,X,Z,Q,max_iter,mem_size,mem_consider,sigma,port_n,k,seed,tag
1,0.16873109436902,0.004141526561297874,0.5,109.11762571269395,[0.01022952 0.         0.         0.         0.         0.         0.         0.01098428 0.90354113 0.         0.0109578  0.         0.         0.01097393 0.01065367 0.         0.01052348 0.         0.         0.         0.         0.         0.01109247 0.         0.         0.         0.         0.         0.         0.01048432 0.01055939],[1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 1. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1.],10.0,1000,100,0.5,100,1,10,24,tuning_sigma
10,0.05458429145659589,0.0032246105767923246,0.5,81.56841875982619,[0.01178608 0.         0.         0.         0.         0.         0.         0.         0.01032552 0.89953263 0.         0.01202372 0.         0.         0.         0.         0.         0.01015924 0.         0.01223574 0.         0.         0.         0.01086645 0.         0.01171948 0.         0.         0.         0.01086339 0.01048774],[1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 1.],10.0,1000,100,0.5,100,1,10,24,tuning_sigma
20,0.05458429145659589,0.0032246105767923246,0.5,-112.45799355241763,[0.01178608 0.         0.         0.         0.         0.         0.         0.         0.01032552 0.89953263 0.         0.01202372 0.         0.         0.         0.         0.         0.01015924 0.         0.01223574 0.         0.         0.         0.01086645 0.         0.01171948 0.         0.         0.         0.01086339 0.01048774],[1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 1.],10.0,1000,100,0.5,100,1,10,24,tuning_sigma
30,0.05458429145659589,0.0032246105767923246,0.5,11.077647487073897,[0.01178608 0.         0.         0.         0.         0.         0.         0.         0.01032552 0.89953263 0.         0.01202372 0.         0.         0.         0.         0.         0.01015924 0.         0.01223574 0.         0.         0.         0.01086645 0.         0.01171948 0.         0.         0.         0.01086339 0.01048774],[1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 1.],10.0,1000,100,0.5,100,1,10,24,tuning_sigma
40,0.05458429145659589,0.0032246105767923246,0.5,80.23520869293064,[0.01178608 0.         0.         0.         0.         0.         0.         0.         0.01032552 0.89953263 0.         0.01202372 0.         0.         0.         0.         0.         0.01015924 0.         0.01223574 0.         0.         0.         0.01086645 0.         0.01171948 0.         0.         0.         0.01086339 0.01048774],[1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 1.],10.0,1000,100,0.5,100,1,10,24,tuning_sigma
50,0.04598256148893877,0.004405456282412383,0.5,-172.69709278888536,[0.         0.         0.         0.01184513 0.         0.         0.         0.         0.01138662 0.         0.         0.01070554 0.89914041 0.         0.01045538 0.         0.011917   0.         0.         0.         0.         0.         0.01028298 0.         0.         0.         0.01020783 0.         0.         0.01141308 0.01264603],[0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 1.],10.0,1000,100,0.5,100,1,10,24,tuning_sigma
60,0.04598256148893877,0.004405456282412383,0.5,-59.69837165194013,[0.         0.         0.         0.01184513 0.         0.         0.         0.         0.01138662 0.         0.         0.01070554 0.89914041 0.         0.01045538 0.         0.011917   0.         0.         0.         0.         0.         0.01028298 0.         0.         0.         0.01020783 0.         0.         0.01141308 0.01264603],[0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 1.],10.0,1000,100,0.5,100,1,10,24,tuning_sigma
70,0.03234961452291056,0.0045861237313352754,0.5,-84.96783312975744,[0.01175505 0.         0.         0.         0.         0.01086084 0.         0.         0.         0.01133037 0.         0.0134926  0.         0.         0.         0.         0.         0.0127478  0.01201018 0.         0.         0.01249214 0.01238614 0.         0.         0.8896238  0.         0.         0.         0.         0.01330107],[1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1.],10.0,1000,100,0.5,100,1,10,24,tuning_sigma
80,0.03234961452291056,0.0045861237313352754,0.5,-239.98619203082234,[0.01175505 0.         0.         0.         0.         0.01086084 0.         0.         0.         0.01133037 0.         0.0134926  0.         0.         0.         0.         0.         0.0127478  0.01201018 0.         0.         0.01249214 0.01238614 0.         0.         0.8896238  0.         0.         0.         0.         0.01330107],[1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1.],10.0,1000,100,0.5,100,1,10,24,tuning_sigma
90,0.03234961452291056,0.0045861237313352754,0.5,-112.27726365106987,[0.01175505 0.         0.         0.         0.         0.01086084 0.         0.         0.         0.01133037 0.         0.0134926  0.         0.         0.         0.         0.         0.0127478  0.01201018 0.         0.         0.01249214 0.01238614 0.         0.         0.8896238  0.         0.         0.         0.         0.01330107],[1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1.],10.0,1000,100,0.5,100,1,10,24,tuning_sigma
100,0.03234961452291056,0.0045861237313352754,0.5,30.98024573187103,[0.01175505 0.         0.         0.         0.         0.01086084 0.         0.         0.         0.01133037 0.         0.0134926  0.         0.         0.         0.         0.         0.0127478  0.01201018 0.         0.         0.01249214 0.01238614 0.         0.         0.8896238  0.         0.         0.         0.         0.01330107],[1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1.],10.0,1000,100,0.5,100,1,10,24,tuning_sigma
110,0.03234961452291056,0.0045861237313352754,0.5,44.447314788565805,[0.01175505 0.         0.         0.         0.         0.01086084 0.         0.         0.         0.01133037 0.         0.0134926  0.         0.         0.         0.         0.         0.0127478  0.01201018 0.         0.         0.01249214 0.01238614 0.         0.         0.8896238  0.         0.         0.         0.         0.01330107],[1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1.],10.0,1000,100,0.5,100,1,10,24,tuning_sigma
120,0.03234961452291056,0.0045861237313352754,0.5,-180.71700400682442,[0.01175505 0.         0.         0.         0.         0.01086084 0.         0.         0.         0.01133037 0.         0.0134926  0.         0.         0.         0.         0.         0.0127478  0.01201018 0.         0.         0.01249214 0.01238614 0.         0.         0.8896238  0.         0.         0.         0.         0.01330107],[1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1.],10.0,1000,100,0.5,100,1,10,24,tuning_sigma
130,0.03234961452291056,0.0045861237313352754,0.5,114.80893753331034,[0.01175505 0.         0.         0.         0.         0.01086084 0.         0.         0.         0.01133037 0.         0.0134926  0.         0.         0.         0.         0.         0.0127478  0.01201018 0.         0.         0.01249214 0.01238614 0.         0.         0.8896238  0.         0.         0.         0.         0.01330107],[1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1.],10.0,1000,100,0.5,100,1,10,24,tuning_sigma
