iter,cost,risk,return,par,bw,move,X,Z,Q,pop_init,max_iter,pop_size,mem_size,mem_consider,par_min,par_max,bw_min,bw_max,sigma,lambda,port_n,k,seed,tag
1,0.03350978078495306,0.191421,0.003139813306857182,0.10000400000000001,0.6999863787614855,-0.014645085645181995,[0.         0.         0.         0.         0.04773776 0.         0.         0.         0.02875034 0.         0.         0.         0.         0.         0.         0.02224224 0.02591731 0.         0.0155304  0.02251012 0.02451776 0.         0.         0.         0.         0.73266055 0.         0.05963682 0.         0.         0.0204967 ],[0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 1. 1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1.],10.0,best,100000,100,10,0.9,0.1,0.5,0.1,0.7,0.03,0.3,1,10,,varying_lambda
1000,0.017026192169571165,0.163529,0.0032442496393698802,0.10400000000000001,0.6865103033060405,-0.0010403436604197235,[0.         0.         0.01687495 0.         0.05785736 0.         0.         0.         0.02141007 0.         0.         0.         0.         0.         0.0299531  0.01616781 0.         0.         0.0201949  0.         0.         0.         0.         0.02718935 0.         0.74189989 0.         0.04974756 0.         0.         0.01870501],[0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 1.],10.0,best,100000,100,10,0.9,0.1,0.5,0.1,0.7,0.03,0.3,1,10,,varying_lambda
2000,0.017026192169571165,0.163529,0.0032442496393698802,0.10800000000000001,0.6732805664933595,-0.019084565202262975,[0.         0.         0.01687495 0.         0.05785736 0.         0.         0.         0.02141007 0.         0.         0.         0.         0.         0.0299531  0.01616781 0.         0.         0.0201949  0.         0.         0.         0.         0.02718935 0.         0.74189989 0.         0.04974756 0.         0.         0.01870501],[0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 1.],10.0,best,100000,100,10,0.9,0.1,0.5,0.1,0.7,0.03,0.3,1,10,,varying_lambda
3000,0.017026192169571165,0.163529,0.0032442496393698802,0.112,0.6603057798763129,0.0022447952473311286,[0.         0.         0.01687495 0.         0.05785736 0.         0.         0.         0.02141007 0.         0.         0.         0.         0.         0.0299531  0.01616781 0.         0.         0.0201949  0.         0.         0.         0.         0.02718935 0.         0.74189989 0.         0.04974756 0.         0.         0.01870501],[0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 1.],10.0,best,100000,100,10,0.9,0.1,0.5,0.1,0.7,0.03,0.3,1,10,,varying_lambda
4000,0.016754227363585686,0.177817,0.004064548569070681,0.116,0.6475810303108847,-0.02137166843724689,[0.         0.         0.         0.         0.04808227 0.01993865 0.         0.         0.0174379  0.         0.         0.         0.         0.         0.01674492 0.02876741 0.01993865 0.         0.         0.         0.         0.         0.         0.01993865 0.         0.76525772 0.         0.04950454 0.         0.         0.01438929],[0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 1.],10.0,best,100000,100,10,0.9,0.1,0.5,0.1,0.7,0.03,0.3,1,10,,varying_lambda
5000,0.01623352762578443,0.176093,0.004012290436297735,0.12000000000000001,0.6351014993342337,-0.02301243588934763,[0.         0.         0.01628021 0.         0.04836943 0.         0.         0.         0.03057399 0.         0.         0.         0.         0.01812985 0.         0.03451473 0.02793607 0.         0.02474851 0.         0.         0.         0.         0.         0.         0.73107091 0.         0.05024645 0.         0.         0.01812985],[0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1.],10.0,best,100000,100,10,0.9,0.1,0.5,0.1,0.7,0.03,0.3,1,10,,varying_lambda
6000,0.0158581420469788,0.191421,0.003139813306857182,0.124,0.622862461340094,0.03006850590134882,[0.         0.         0.         0.         0.04773776 0.         0.         0.         0.02875034 0.         0.         0.         0.         0.         0.         0.02224224 0.02591731 0.         0.0155304  0.02251012 0.02451776 0.         0.         0.         0.         0.73266055 0.         0.05963682 0.         0.         0.0204967 ],[0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 1. 1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1.],10.0,best,100000,100,10,0.9,0.1,0.5,0.1,0.7,0.03,0.3,1,10,,varying_lambda
7000,0.0158581420469788,0.191421,0.003139813306857182,0.128,0.6108592817893356,-0.006930041874187616,[0.         0.         0.         0.         0.04773776 0.         0.         0.         0.02875034 0.         0.         0.         0.         0.         0.         0.02224224 0.02591731 0.         0.0155304  0.02251012 0.02451776 0.         0.         0.         0.         0.73266055 0.         0.05963682 0.         0.         0.0204967 ],[0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 1. 1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1.],10.0,best,100000,100,10,0.9,0.1,0.5,0.1,0.7,0.03,0.3,1,10,,varying_lambda
8000,0.0158581420469788,0.191421,0.003139813306857182,0.132,0.5990874154550098,-0.04675270558059591,[0.         0.         0.         0.         0.04773776 0.         0.         0.         0.02875034 0.         0.         0.         0.         0.         0.         0.02224224 0.02591731 0.         0.0155304  0.02251012 0.02451776 0.         0.         0.         0.         0.73266055 0.         0.05963682 0.         0.         0.0204967 ],[0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 1. 1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1.],10.0,best,100000,100,10,0.9,0.1,0.5,0.1,0.7,0.03,0.3,1,10,,varying_lambda
9000,0.0158581420469788,0.191421,0.003139813306857182,0.136,0.5875424047012152,-0.03387310303086463,[0.         0.         0.         0.         0.04773776 0.         0.         0.         0.02875034 0.         0.         0.         0.         0.         0.         0.02224224 0.02591731 0.         0.0155304  0.02251012 0.02451776 0.         0.         0.         0.         0.73266055 0.         0.05963682 0.         0.         0.0204967 ],[0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 1. 1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1.],10.0,best,100000,100,10,0.9,0.1,0.5,0.1,0.7,0.03,0.3,1,10,,varying_lambda
10000,0.0158581420469788,0.191421,0.003139813306857182,0.14,0.576219877795131,-0.013287764232209136,[0.         0.         0.         0.         0.04773776 0.         0.         0.         0.02875034 0.         0.         0.         0.         0.         0.         0.02224224 0.02591731 0.         0.0155304  0.02251012 0.02451776 0.         0.         0.         0.         0.73266055 0.         0.05963682 0.         0.         0.0204967 ],[0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 1. 1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1.],10.0,best,100000,100,10,0.9,0.1,0.5,0.1,0.7,0.03,0.3,1,10,,varying_lambda
