iter,cost,return,par,move,X,Z,Q,max_iter,mem_size,mem_consider,sigma,port_n,k,seed,tag
1,0.17271986555568486,0.003959734826498367,0.5,0.04947454354593267,[0.01232281 0.         0.         0.         0.28214575 0.         0.         0.01136638 0.         0.         0.         0.         0.01352607 0.         0.         0.         0.04854603 0.         0.         0.         0.05105026 0.         0.         0.         0.         0.02999933 0.09133559 0.07909052 0.         0.         0.38061727],[1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1.],10.0,1000000,100,0.5,0.1,1,10,17,tuning_iter
10000,0.11534722408308545,0.004266761539504886,0.5,0.17454723999159075,[0.0277613  0.         0.         0.         0.07748594 0.         0.         0.04755808 0.         0.         0.         0.         0.         0.         0.01619158 0.03464332 0.         0.         0.         0.15550009 0.         0.         0.03794173 0.         0.         0.31120877 0.         0.25480785 0.         0.03690135 0.        ],[1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0.],10.0,1000000,100,0.5,0.1,1,10,17,tuning_iter
20000,0.11534722408308545,0.004266761539504886,0.5,0.07666713274357001,[0.0277613  0.         0.         0.         0.07748594 0.         0.         0.04755808 0.         0.         0.         0.         0.         0.         0.01619158 0.03464332 0.         0.         0.         0.15550009 0.         0.         0.03794173 0.         0.         0.31120877 0.         0.25480785 0.         0.03690135 0.        ],[1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0.],10.0,1000000,100,0.5,0.1,1,10,17,tuning_iter
30000,0.11534722408308545,0.004266761539504886,0.5,-0.006483109405667833,[0.0277613  0.         0.         0.         0.07748594 0.         0.         0.04755808 0.         0.         0.         0.         0.         0.         0.01619158 0.03464332 0.         0.         0.         0.15550009 0.         0.         0.03794173 0.         0.         0.31120877 0.         0.25480785 0.         0.03690135 0.        ],[1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0.],10.0,1000000,100,0.5,0.1,1,10,17,tuning_iter
40000,0.11534722408308545,0.004266761539504886,0.5,-0.10921839053327811,[0.0277613  0.         0.         0.         0.07748594 0.         0.         0.04755808 0.         0.         0.         0.         0.         0.         0.01619158 0.03464332 0.         0.         0.         0.15550009 0.         0.         0.03794173 0.         0.         0.31120877 0.         0.25480785 0.         0.03690135 0.        ],[1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0.],10.0,1000000,100,0.5,0.1,1,10,17,tuning_iter
50000,0.11534722408308545,0.004266761539504886,0.5,0.09635450368756182,[0.0277613  0.         0.         0.         0.07748594 0.         0.         0.04755808 0.         0.         0.         0.         0.         0.         0.01619158 0.03464332 0.         0.         0.         0.15550009 0.         0.         0.03794173 0.         0.         0.31120877 0.         0.25480785 0.         0.03690135 0.        ],[1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0.],10.0,1000000,100,0.5,0.1,1,10,17,tuning_iter
60000,0.11534722408308545,0.004266761539504886,0.5,-0.055705312787935196,[0.0277613  0.         0.         0.         0.07748594 0.         0.         0.04755808 0.         0.         0.         0.         0.         0.         0.01619158 0.03464332 0.         0.         0.         0.15550009 0.         0.         0.03794173 0.         0.         0.31120877 0.         0.25480785 0.         0.03690135 0.        ],[1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0.],10.0,1000000,100,0.5,0.1,1,10,17,tuning_iter
70000,0.11534722408308545,0.004266761539504886,0.5,-0.02492060100281748,[0.0277613  0.         0.         0.         0.07748594 0.         0.         0.04755808 0.         0.         0.         0.         0.         0.         0.01619158 0.03464332 0.         0.         0.         0.15550009 0.         0.         0.03794173 0.         0.         0.31120877 0.         0.25480785 0.         0.03690135 0.        ],[1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0.],10.0,1000000,100,0.5,0.1,1,10,17,tuning_iter
80000,0.11534722408308545,0.004266761539504886,0.5,0.12103460762679522,[0.0277613  0.         0.         0.         0.07748594 0.         0.         0.04755808 0.         0.         0.         0.         0.         0.         0.01619158 0.03464332 0.         0.         0.         0.15550009 0.         0.         0.03794173 0.         0.         0.31120877 0.         0.25480785 0.         0.03690135 0.        ],[1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0.],10.0,1000000,100,0.5,0.1,1,10,17,tuning_iter
90000,0.11534722408308545,0.004266761539504886,0.5,-0.13863518680303363,[0.0277613  0.         0.         0.         0.07748594 0.         0.         0.04755808 0.         0.         0.         0.         0.         0.         0.01619158 0.03464332 0.         0.         0.         0.15550009 0.         0.         0.03794173 0.         0.         0.31120877 0.         0.25480785 0.         0.03690135 0.        ],[1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0.],10.0,1000000,100,0.5,0.1,1,10,17,tuning_iter
100000,0.11534722408308545,0.004266761539504886,0.5,-0.023529781366513503,[0.0277613  0.         0.         0.         0.07748594 0.         0.         0.04755808 0.         0.         0.         0.         0.         0.         0.01619158 0.03464332 0.         0.         0.         0.15550009 0.         0.         0.03794173 0.         0.         0.31120877 0.         0.25480785 0.         0.03690135 0.        ],[1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0.],10.0,1000000,100,0.5,0.1,1,10,17,tuning_iter
110000,0.11534722408308545,0.004266761539504886,0.5,-0.12535886091428564,[0.0277613  0.         0.         0.         0.07748594 0.         0.         0.04755808 0.         0.         0.         0.         0.         0.         0.01619158 0.03464332 0.         0.         0.         0.15550009 0.         0.         0.03794173 0.         0.         0.31120877 0.         0.25480785 0.         0.03690135 0.        ],[1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0.],10.0,1000000,100,0.5,0.1,1,10,17,tuning_iter
120000,0.11534722408308545,0.004266761539504886,0.5,-0.06527186922028448,[0.0277613  0.         0.         0.         0.07748594 0.         0.         0.04755808 0.         0.         0.         0.         0.         0.         0.01619158 0.03464332 0.         0.         0.         0.15550009 0.         0.         0.03794173 0.         0.         0.31120877 0.         0.25480785 0.         0.03690135 0.        ],[1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0.],10.0,1000000,100,0.5,0.1,1,10,17,tuning_iter
130000,0.1131782175195497,0.004208549266509271,0.5,0.066463984852197,[0.         0.         0.         0.         0.04234094 0.         0.0230938  0.02559054 0.30079389 0.         0.         0.         0.         0.         0.         0.02827581 0.09836383 0.04257038 0.         0.         0.         0.02448291 0.         0.         0.         0.14594655 0.         0.26854135 0.         0.         0.        ],[0. 0. 0. 0. 1. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,1000000,100,0.5,0.1,1,10,17,tuning_iter
140000,0.1131782175195497,0.004208549266509271,0.5,-0.09884727191087349,[0.         0.         0.         0.         0.04234094 0.         0.0230938  0.02559054 0.30079389 0.         0.         0.         0.         0.         0.         0.02827581 0.09836383 0.04257038 0.         0.         0.         0.02448291 0.         0.         0.         0.14594655 0.         0.26854135 0.         0.         0.        ],[0. 0. 0. 0. 1. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,1000000,100,0.5,0.1,1,10,17,tuning_iter
